entity_type,json_payload
StockBatch,"{""id"": 34, ""product_id"": 3, ""supplier_id"": 1, ""cost"": 876.64, ""retail"": 1139.63, ""qty"": 193, ""date"": ""2022-05-25T06:25:36"", ""exp"": ""2022-08-23T06:25:36""}"
StockBatch,"{""id"": 109, ""product_id"": 8, ""supplier_id"": 2, ""cost"": 980.4, ""retail"": 1274.52, ""qty"": 92, ""date"": ""2022-06-17T21:57:32"", ""exp"": ""2022-09-15T21:57:32""}"
StockBatch,"{""id"": 104, ""product_id"": 7, ""supplier_id"": 3, ""cost"": 1537.11, ""retail"": 1998.24, ""qty"": 78, ""date"": ""2022-06-18T06:02:53"", ""exp"": ""2022-09-16T06:02:53""}"
StockBatch,"{""id"": 110, ""product_id"": 8, ""supplier_id"": 4, ""cost"": 389.09, ""retail"": 505.82, ""qty"": 95, ""date"": ""2022-06-24T02:18:24"", ""exp"": ""2022-09-22T02:18:24""}"
StockBatch,"{""id"": 138, ""product_id"": 10, ""supplier_id"": 1, ""cost"": 423.97, ""retail"": 551.16, ""qty"": 154, ""date"": ""2022-06-25T06:12:04"", ""exp"": ""2022-09-23T06:12:04""}"
StockBatch,"{""id"": 98, ""product_id"": 7, ""supplier_id"": 1, ""cost"": 1532.63, ""retail"": 1992.42, ""qty"": 125, ""date"": ""2022-07-01T23:32:21"", ""exp"": ""2022-09-29T23:32:21""}"
StockBatch,"{""id"": 102, ""product_id"": 7, ""supplier_id"": 5, ""cost"": 1597.99, ""retail"": 2077.39, ""qty"": 55, ""date"": ""2022-08-05T08:31:42"", ""exp"": ""2022-11-03T08:31:42""}"
StockBatch,"{""id"": 88, ""product_id"": 6, ""supplier_id"": 4, ""cost"": 418.44, ""retail"": 543.98, ""qty"": 63, ""date"": ""2022-08-05T12:19:04"", ""exp"": ""2022-11-03T12:19:04""}"
StockBatch,"{""id"": 141, ""product_id"": 10, ""supplier_id"": 1, ""cost"": 415.5, ""retail"": 540.15, ""qty"": 195, ""date"": ""2022-08-18T12:06:01"", ""exp"": ""2022-11-16T12:06:01""}"
StockBatch,"{""id"": 80, ""product_id"": 6, ""supplier_id"": 2, ""cost"": 429.7, ""retail"": 558.61, ""qty"": 155, ""date"": ""2022-09-09T19:58:11"", ""exp"": ""2022-12-08T19:58:11""}"
StockBatch,"{""id"": 67, ""product_id"": 5, ""supplier_id"": 5, ""cost"": 324.62, ""retail"": 422.0, ""qty"": 198, ""date"": ""2022-09-12T04:50:25"", ""exp"": ""2022-12-11T04:50:25""}"
StockBatch,"{""id"": 48, ""product_id"": 4, ""supplier_id"": 4, ""cost"": 155.24, ""retail"": 201.81, ""qty"": 180, ""date"": ""2022-09-12T16:24:48"", ""exp"": ""2022-12-11T16:24:48""}"
StockBatch,"{""id"": 29, ""product_id"": 2, ""supplier_id"": 5, ""cost"": 4641.49, ""retail"": 6033.93, ""qty"": 151, ""date"": ""2022-09-15T16:31:03"", ""exp"": ""2022-12-14T16:31:03""}"
StockBatch,"{""id"": 130, ""product_id"": 9, ""supplier_id"": 2, ""cost"": 251.8, ""retail"": 327.34, ""qty"": 141, ""date"": ""2022-09-30T13:46:12"", ""exp"": ""2022-12-29T13:46:12""}"
StockBatch,"{""id"": 108, ""product_id"": 8, ""supplier_id"": 1, ""cost"": 390.2, ""retail"": 507.25, ""qty"": 107, ""date"": ""2022-10-24T08:28:21"", ""exp"": ""2023-01-22T08:28:21""}"
StockBatch,"{""id"": 143, ""product_id"": 10, ""supplier_id"": 3, ""cost"": 469.56, ""retail"": 610.43, ""qty"": 100, ""date"": ""2022-11-04T09:52:36"", ""exp"": ""2023-02-02T09:52:36""}"
StockBatch,"{""id"": 137, ""product_id"": 10, ""supplier_id"": 5, ""cost"": 501.69, ""retail"": 652.2, ""qty"": 69, ""date"": ""2022-11-09T10:42:14"", ""exp"": ""2023-02-07T10:42:14""}"
StockBatch,"{""id"": 146, ""product_id"": 10, ""supplier_id"": 4, ""cost"": 465.24, ""retail"": 604.82, ""qty"": 95, ""date"": ""2022-11-26T04:56:01"", ""exp"": ""2023-02-24T04:56:01""}"
StockBatch,"{""id"": 135, ""product_id"": 9, ""supplier_id"": 4, ""cost"": 293.62, ""retail"": 381.7, ""qty"": 184, ""date"": ""2022-12-06T00:21:50"", ""exp"": ""2023-03-06T00:21:50""}"
StockBatch,"{""id"": 14, ""product_id"": 1, ""supplier_id"": 1, ""cost"": 492.56, ""retail"": 640.33, ""qty"": 71, ""date"": ""2022-12-06T13:47:52"", ""exp"": ""2023-03-06T13:47:52""}"
StockBatch,"{""id"": 127, ""product_id"": 9, ""supplier_id"": 3, ""cost"": 292.81, ""retail"": 380.66, ""qty"": 148, ""date"": ""2022-12-27T17:29:35"", ""exp"": ""2023-03-27T17:29:35""}"
StockBatch,"{""id"": 15, ""product_id"": 1, ""supplier_id"": 3, ""cost"": 501.01, ""retail"": 651.31, ""qty"": 102, ""date"": ""2022-12-29T14:47:39"", ""exp"": ""2023-03-29T14:47:39""}"
StockBatch,"{""id"": 59, ""product_id"": 4, ""supplier_id"": 4, ""cost"": 508.04, ""retail"": 660.45, ""qty"": 114, ""date"": ""2023-01-02T08:49:08"", ""exp"": ""2023-04-02T08:49:08""}"
StockBatch,"{""id"": 111, ""product_id"": 8, ""supplier_id"": 5, ""cost"": 384.14, ""retail"": 499.38, ""qty"": 152, ""date"": ""2023-01-06T19:24:51"", ""exp"": ""2023-04-06T19:24:51""}"
StockBatch,"{""id"": 123, ""product_id"": 9, ""supplier_id"": 1, ""cost"": 269.47, ""retail"": 350.31, ""qty"": 61, ""date"": ""2023-01-16T12:39:27"", ""exp"": ""2023-04-16T12:39:27""}"
StockBatch,"{""id"": 3, ""product_id"": 1, ""supplier_id"": 1, ""cost"": 470.84, ""retail"": 612.09, ""qty"": 161, ""date"": ""2023-01-25T00:46:07"", ""exp"": ""2023-04-25T00:46:07""}"
StockBatch,"{""id"": 63, ""product_id"": 5, ""supplier_id"": 5, ""cost"": 318.48, ""retail"": 414.02, ""qty"": 54, ""date"": ""2023-01-27T23:03:52"", ""exp"": ""2023-04-27T23:03:52""}"
StockBatch,"{""id"": 126, ""product_id"": 9, ""supplier_id"": 4, ""cost"": 269.54, ""retail"": 350.4, ""qty"": 170, ""date"": ""2023-02-10T21:03:46"", ""exp"": ""2023-05-11T21:03:46""}"
StockBatch,"{""id"": 145, ""product_id"": 10, ""supplier_id"": 4, ""cost"": 429.48, ""retail"": 558.33, ""qty"": 82, ""date"": ""2023-02-28T02:23:23"", ""exp"": ""2023-05-29T02:23:23""}"
StockBatch,"{""id"": 116, ""product_id"": 8, ""supplier_id"": 1, ""cost"": 410.88, ""retail"": 534.14, ""qty"": 92, ""date"": ""2023-03-11T15:18:47"", ""exp"": ""2023-06-09T15:18:47""}"
StockBatch,"{""id"": 30, ""product_id"": 2, ""supplier_id"": 1, ""cost"": 1238.33, ""retail"": 1609.83, ""qty"": 146, ""date"": ""2023-03-21T09:59:01"", ""exp"": ""2023-06-19T09:59:01""}"
StockBatch,"{""id"": 78, ""product_id"": 6, ""supplier_id"": 2, ""cost"": 431.47, ""retail"": 560.91, ""qty"": 111, ""date"": ""2023-04-09T07:46:21"", ""exp"": ""2023-07-08T07:46:21""}"
StockBatch,"{""id"": 117, ""product_id"": 8, ""supplier_id"": 4, ""cost"": 401.37, ""retail"": 521.78, ""qty"": 116, ""date"": ""2023-04-14T08:05:16"", ""exp"": ""2023-07-13T08:05:16""}"
StockBatch,"{""id"": 51, ""product_id"": 4, ""supplier_id"": 4, ""cost"": 165.38, ""retail"": 214.99, ""qty"": 122, ""date"": ""2023-05-21T15:14:04"", ""exp"": ""2023-08-19T15:14:04""}"
StockBatch,"{""id"": 131, ""product_id"": 9, ""supplier_id"": 5, ""cost"": 264.88, ""retail"": 344.34, ""qty"": 186, ""date"": ""2023-06-07T00:12:23"", ""exp"": ""2023-09-05T00:12:23""}"
StockBatch,"{""id"": 26, ""product_id"": 2, ""supplier_id"": 1, ""cost"": 1253.52, ""retail"": 1629.58, ""qty"": 116, ""date"": ""2023-06-13T00:21:23"", ""exp"": ""2023-09-11T00:21:23""}"
StockBatch,"{""id"": 17, ""product_id"": 2, ""supplier_id"": 4, ""cost"": 1239.24, ""retail"": 1611.01, ""qty"": 170, ""date"": ""2023-06-26T00:38:02"", ""exp"": ""2023-09-24T00:38:02""}"
StockBatch,"{""id"": 115, ""product_id"": 8, ""supplier_id"": 4, ""cost"": 1504.26, ""retail"": 1955.54, ""qty"": 169, ""date"": ""2023-06-30T23:34:04"", ""exp"": ""2023-09-28T23:34:04""}"
StockBatch,"{""id"": 39, ""product_id"": 3, ""supplier_id"": 1, ""cost"": 892.33, ""retail"": 1160.03, ""qty"": 157, ""date"": ""2023-07-20T17:16:29"", ""exp"": ""2023-10-18T17:16:29""}"
StockBatch,"{""id"": 21, ""product_id"": 2, ""supplier_id"": 5, ""cost"": 1254.0, ""retail"": 1630.2, ""qty"": 84, ""date"": ""2023-07-21T04:33:33"", ""exp"": ""2023-10-19T04:33:33""}"
StockBatch,"{""id"": 113, ""product_id"": 8, ""supplier_id"": 5, ""cost"": 429.74, ""retail"": 558.66, ""qty"": 163, ""date"": ""2023-07-24T05:50:57"", ""exp"": ""2023-10-22T05:50:57""}"
StockBatch,"{""id"": 31, ""product_id"": 3, ""supplier_id"": 4, ""cost"": 897.84, ""retail"": 1167.19, ""qty"": 123, ""date"": ""2023-07-26T13:43:11"", ""exp"": ""2023-10-24T13:43:11""}"
StockBatch,"{""id"": 105, ""product_id"": 7, ""supplier_id"": 4, ""cost"": 1653.68, ""retail"": 2149.78, ""qty"": 107, ""date"": ""2023-07-27T08:47:56"", ""exp"": ""2023-10-25T08:47:56""}"
StockBatch,"{""id"": 76, ""product_id"": 6, ""supplier_id"": 4, ""cost"": 422.84, ""retail"": 549.7, ""qty"": 107, ""date"": ""2023-07-30T21:00:42"", ""exp"": ""2023-10-28T21:00:42""}"
StockBatch,"{""id"": 101, ""product_id"": 7, ""supplier_id"": 3, ""cost"": 4424.15, ""retail"": 5751.4, ""qty"": 53, ""date"": ""2023-08-14T00:17:23"", ""exp"": ""2023-11-12T00:17:23""}"
StockBatch,"{""id"": 125, ""product_id"": 9, ""supplier_id"": 2, ""cost"": 278.88, ""retail"": 362.54, ""qty"": 147, ""date"": ""2023-08-23T00:38:04"", ""exp"": ""2023-11-21T00:38:04""}"
StockBatch,"{""id"": 46, ""product_id"": 4, ""supplier_id"": 3, ""cost"": 158.26, ""retail"": 205.74, ""qty"": 83, ""date"": ""2023-09-05T02:33:15"", ""exp"": ""2023-12-04T02:33:15""}"
StockBatch,"{""id"": 124, ""product_id"": 9, ""supplier_id"": 5, ""cost"": 267.9, ""retail"": 348.27, ""qty"": 142, ""date"": ""2023-09-09T13:08:03"", ""exp"": ""2023-12-08T13:08:03""}"
StockBatch,"{""id"": 106, ""product_id"": 8, ""supplier_id"": 4, ""cost"": 410.87, ""retail"": 534.13, ""qty"": 68, ""date"": ""2023-10-20T16:56:28"", ""exp"": ""2024-01-18T16:56:28""}"
StockBatch,"{""id"": 120, ""product_id"": 8, ""supplier_id"": 5, ""cost"": 436.2, ""retail"": 567.07, ""qty"": 161, ""date"": ""2023-11-01T20:04:31"", ""exp"": ""2024-01-30T20:04:31""}"
StockBatch,"{""id"": 24, ""product_id"": 2, ""supplier_id"": 1, ""cost"": 1459.19, ""retail"": 1896.94, ""qty"": 60, ""date"": ""2023-11-02T08:50:35"", ""exp"": ""2024-01-31T08:50:35""}"
StockBatch,"{""id"": 12, ""product_id"": 1, ""supplier_id"": 5, ""cost"": 544.52, ""retail"": 707.88, ""qty"": 82, ""date"": ""2023-11-11T06:34:04"", ""exp"": ""2024-02-09T06:34:04""}"
StockBatch,"{""id"": 5, ""product_id"": 1, ""supplier_id"": 1, ""cost"": 528.04, ""retail"": 686.45, ""qty"": 147, ""date"": ""2023-11-15T11:49:44"", ""exp"": ""2024-02-13T11:49:44""}"
StockBatch,"{""id"": 23, ""product_id"": 2, ""supplier_id"": 5, ""cost"": 1414.13, ""retail"": 1838.37, ""qty"": 175, ""date"": ""2023-12-14T11:40:33"", ""exp"": ""2024-03-13T11:40:33""}"
StockBatch,"{""id"": 70, ""product_id"": 5, ""supplier_id"": 1, ""cost"": 348.79, ""retail"": 453.42, ""qty"": 198, ""date"": ""2023-12-18T23:11:39"", ""exp"": ""2024-03-17T23:11:39""}"
StockBatch,"{""id"": 129, ""product_id"": 9, ""supplier_id"": 2, ""cost"": 271.36, ""retail"": 352.76, ""qty"": 107, ""date"": ""2024-01-03T10:54:13"", ""exp"": ""2024-04-02T10:54:13""}"
StockBatch,"{""id"": 19, ""product_id"": 2, ""supplier_id"": 1, ""cost"": 1349.07, ""retail"": 1753.79, ""qty"": 115, ""date"": ""2024-01-18T18:56:35"", ""exp"": ""2024-04-17T18:56:35""}"
StockBatch,"{""id"": 42, ""product_id"": 3, ""supplier_id"": 3, ""cost"": 932.72, ""retail"": 1212.54, ""qty"": 140, ""date"": ""2024-01-19T15:11:35"", ""exp"": ""2024-04-18T15:11:35""}"
StockBatch,"{""id"": 95, ""product_id"": 7, ""supplier_id"": 3, ""cost"": 1661.67, ""retail"": 2160.17, ""qty"": 182, ""date"": ""2024-02-07T20:38:04"", ""exp"": ""2024-05-07T20:38:04""}"
StockBatch,"{""id"": 28, ""product_id"": 2, ""supplier_id"": 4, ""cost"": 1324.52, ""retail"": 1721.88, ""qty"": 121, ""date"": ""2024-03-01T18:03:24"", ""exp"": ""2024-05-30T18:03:24""}"
StockBatch,"{""id"": 86, ""product_id"": 6, ""supplier_id"": 5, ""cost"": 462.87, ""retail"": 601.73, ""qty"": 68, ""date"": ""2024-03-20T03:00:28"", ""exp"": ""2024-06-18T03:00:28""}"
StockBatch,"{""id"": 89, ""product_id"": 6, ""supplier_id"": 2, ""cost"": 464.14, ""retail"": 603.38, ""qty"": 75, ""date"": ""2024-03-28T07:50:10"", ""exp"": ""2024-06-26T07:50:10""}"
StockBatch,"{""id"": 38, ""product_id"": 3, ""supplier_id"": 3, ""cost"": 956.98, ""retail"": 1244.07, ""qty"": 125, ""date"": ""2024-04-12T15:14:19"", ""exp"": ""2024-07-11T15:14:19""}"
StockBatch,"{""id"": 61, ""product_id"": 5, ""supplier_id"": 1, ""cost"": 863.63, ""retail"": 1122.71, ""qty"": 112, ""date"": ""2024-04-21T07:22:49"", ""exp"": ""2024-07-20T07:22:49""}"
StockBatch,"{""id"": 25, ""product_id"": 2, ""supplier_id"": 1, ""cost"": 1302.78, ""retail"": 1693.61, ""qty"": 71, ""date"": ""2024-05-05T10:12:29"", ""exp"": ""2024-08-03T10:12:29""}"
StockBatch,"{""id"": 93, ""product_id"": 7, ""supplier_id"": 1, ""cost"": 1739.81, ""retail"": 2261.75, ""qty"": 182, ""date"": ""2024-05-07T04:47:13"", ""exp"": ""2024-08-05T04:47:13""}"
StockBatch,"{""id"": 22, ""product_id"": 2, ""supplier_id"": 5, ""cost"": 1366.18, ""retail"": 1776.04, ""qty"": 81, ""date"": ""2024-05-08T11:53:18"", ""exp"": ""2024-08-06T11:53:18""}"
StockBatch,"{""id"": 62, ""product_id"": 5, ""supplier_id"": 5, ""cost"": 324.21, ""retail"": 421.47, ""qty"": 142, ""date"": ""2024-05-30T07:39:14"", ""exp"": ""2024-08-28T07:39:14""}"
StockBatch,"{""id"": 85, ""product_id"": 6, ""supplier_id"": 4, ""cost"": 1251.4, ""retail"": 1626.82, ""qty"": 170, ""date"": ""2024-06-05T12:14:25"", ""exp"": ""2024-09-03T12:14:25""}"
StockBatch,"{""id"": 79, ""product_id"": 6, ""supplier_id"": 2, ""cost"": 462.61, ""retail"": 601.39, ""qty"": 134, ""date"": ""2024-06-08T12:59:01"", ""exp"": ""2024-09-06T12:59:01""}"
StockBatch,"{""id"": 97, ""product_id"": 7, ""supplier_id"": 3, ""cost"": 1686.84, ""retail"": 2192.9, ""qty"": 138, ""date"": ""2024-06-27T12:07:55"", ""exp"": ""2024-09-25T12:07:55""}"
StockBatch,"{""id"": 72, ""product_id"": 5, ""supplier_id"": 1, ""cost"": 334.83, ""retail"": 435.28, ""qty"": 146, ""date"": ""2024-07-09T06:06:34"", ""exp"": ""2024-10-07T06:06:34""}"
StockBatch,"{""id"": 83, ""product_id"": 6, ""supplier_id"": 5, ""cost"": 468.84, ""retail"": 609.5, ""qty"": 137, ""date"": ""2024-07-18T23:09:30"", ""exp"": ""2024-10-16T23:09:30""}"
StockBatch,"{""id"": 75, ""product_id"": 5, ""supplier_id"": 4, ""cost"": 350.81, ""retail"": 456.05, ""qty"": 109, ""date"": ""2024-07-19T06:40:22"", ""exp"": ""2024-10-17T06:40:22""}"
StockBatch,"{""id"": 90, ""product_id"": 6, ""supplier_id"": 1, ""cost"": 462.58, ""retail"": 601.35, ""qty"": 55, ""date"": ""2024-07-22T03:03:13"", ""exp"": ""2024-10-20T03:03:13""}"
StockBatch,"{""id"": 58, ""product_id"": 4, ""supplier_id"": 4, ""cost"": 175.85, ""retail"": 228.6, ""qty"": 122, ""date"": ""2024-08-21T20:54:06"", ""exp"": ""2024-11-19T20:54:06""}"
StockBatch,"{""id"": 150, ""product_id"": 10, ""supplier_id"": 2, ""cost"": 498.24, ""retail"": 647.71, ""qty"": 75, ""date"": ""2024-08-23T09:49:14"", ""exp"": ""2024-11-21T09:49:14""}"
StockBatch,"{""id"": 18, ""product_id"": 2, ""supplier_id"": 4, ""cost"": 1369.36, ""retail"": 1780.17, ""qty"": 111, ""date"": ""2024-09-08T09:31:26"", ""exp"": ""2024-12-07T09:31:26""}"
StockBatch,"{""id"": 57, ""product_id"": 4, ""supplier_id"": 3, ""cost"": 177.38, ""retail"": 230.59, ""qty"": 138, ""date"": ""2024-09-29T21:37:24"", ""exp"": ""2024-12-28T21:37:24""}"
StockBatch,"{""id"": 6, ""product_id"": 1, ""supplier_id"": 4, ""cost"": 490.7, ""retail"": 637.91, ""qty"": 144, ""date"": ""2024-09-30T07:10:01"", ""exp"": ""2024-12-29T07:10:01""}"
StockBatch,"{""id"": 36, ""product_id"": 3, ""supplier_id"": 5, ""cost"": 977.37, ""retail"": 1270.58, ""qty"": 111, ""date"": ""2024-10-03T23:19:21"", ""exp"": ""2025-01-01T23:19:21""}"
StockBatch,"{""id"": 107, ""product_id"": 8, ""supplier_id"": 4, ""cost"": 448.06, ""retail"": 582.47, ""qty"": 56, ""date"": ""2024-10-07T16:35:03"", ""exp"": ""2025-01-05T16:35:03""}"
StockBatch,"{""id"": 81, ""product_id"": 6, ""supplier_id"": 1, ""cost"": 451.18, ""retail"": 586.53, ""qty"": 188, ""date"": ""2024-10-24T13:01:35"", ""exp"": ""2025-01-22T13:01:35""}"
StockBatch,"{""id"": 119, ""product_id"": 8, ""supplier_id"": 1, ""cost"": 427.0, ""retail"": 555.1, ""qty"": 80, ""date"": ""2024-10-24T13:42:48"", ""exp"": ""2025-01-22T13:42:48""}"
StockBatch,"{""id"": 52, ""product_id"": 4, ""supplier_id"": 5, ""cost"": 177.31, ""retail"": 230.51, ""qty"": 73, ""date"": ""2024-10-25T02:31:17"", ""exp"": ""2025-01-23T02:31:17""}"
StockBatch,"{""id"": 112, ""product_id"": 8, ""supplier_id"": 1, ""cost"": 471.82, ""retail"": 613.36, ""qty"": 196, ""date"": ""2024-11-11T17:59:04"", ""exp"": ""2025-02-09T17:59:04""}"
StockBatch,"{""id"": 9, ""product_id"": 1, ""supplier_id"": 2, ""cost"": 583.45, ""retail"": 758.48, ""qty"": 184, ""date"": ""2024-11-19T08:52:20"", ""exp"": ""2025-02-17T08:52:20""}"
StockBatch,"{""id"": 44, ""product_id"": 3, ""supplier_id"": 4, ""cost"": 1042.29, ""retail"": 1354.98, ""qty"": 195, ""date"": ""2024-11-27T14:45:19"", ""exp"": ""2025-02-25T14:45:19""}"
StockBatch,"{""id"": 53, ""product_id"": 4, ""supplier_id"": 5, ""cost"": 183.0, ""retail"": 237.9, ""qty"": 177, ""date"": ""2024-11-28T02:41:53"", ""exp"": ""2025-02-26T02:41:53""}"
StockBatch,"{""id"": 140, ""product_id"": 10, ""supplier_id"": 1, ""cost"": 521.04, ""retail"": 677.35, ""qty"": 53, ""date"": ""2024-12-06T07:28:56"", ""exp"": ""2025-03-06T07:28:56""}"
StockBatch,"{""id"": 136, ""product_id"": 10, ""supplier_id"": 1, ""cost"": 546.35, ""retail"": 710.25, ""qty"": 70, ""date"": ""2024-12-24T17:40:44"", ""exp"": ""2025-03-24T17:40:44""}"
StockBatch,"{""id"": 8, ""product_id"": 1, ""supplier_id"": 4, ""cost"": 546.02, ""retail"": 709.83, ""qty"": 121, ""date"": ""2024-12-28T17:06:35"", ""exp"": ""2025-03-28T17:06:35""}"
StockBatch,"{""id"": 121, ""product_id"": 9, ""supplier_id"": 1, ""cost"": 295.8, ""retail"": 384.55, ""qty"": 123, ""date"": ""2025-01-01T19:10:02"", ""exp"": ""2025-04-01T19:10:02""}"
StockBatch,"{""id"": 13, ""product_id"": 1, ""supplier_id"": 5, ""cost"": 506.87, ""retail"": 658.93, ""qty"": 114, ""date"": ""2025-01-05T05:08:19"", ""exp"": ""2025-04-05T05:08:19""}"
StockBatch,"{""id"": 55, ""product_id"": 4, ""supplier_id"": 2, ""cost"": 171.56, ""retail"": 223.03, ""qty"": 115, ""date"": ""2025-01-12T20:16:40"", ""exp"": ""2025-04-12T20:16:40""}"
StockBatch,"{""id"": 128, ""product_id"": 9, ""supplier_id"": 2, ""cost"": 296.05, ""retail"": 384.87, ""qty"": 91, ""date"": ""2025-02-05T10:53:44"", ""exp"": ""2025-05-06T10:53:44""}"
